source,target,weight,annee,mois,commentaire
CERBERE,PARIS AUSTERLITZ,,2017,5,
LIMOGES,BORDEAUX ST JEAN,86.7,2017,5,
LYON PART DIEU,NANTES,88.2,2017,5,
PARIS AUSTERLITZ,ORLÉANS,70.7,2017,5,
PARIS BERCY,NEVERS,83.9,2017,5,
PARIS EST,TROYES,81.0,2017,5,
PARIS NORD,MAUBEUGE,90.7,2017,5,
PARIS VAUGIRARD,GRANVILLE,93.6,2017,5,
CERBERE,PARIS AUSTERLITZ,0.0,2017,6,
HENDAYE,TOULOUSE MATABIAU,88.2,2017,6,
LYON PART DIEU,NANTES,90.2,2017,6,
ORLÉANS,PARIS AUSTERLITZ,75.9,2017,6,
PARIS ST LAZARE,LE HAVRE,77.5,2017,6,
TOULOUSE MATABIAU,HENDAYE,76.8,2017,6,
GRANVILLE,PARIS VAUGIRARD,87.1,2017,2,
LE HAVRE,PARIS ST LAZARE,94.1,2017,2,
MAUBEUGE,PARIS NORD,92.5,2017,2,
NANTES,LYON PART DIEU,88.3,2017,2,
NEVERS,PARIS BERCY,88.1,2017,2,
NICE,BORDEAUX ST JEAN,58.7,2017,2,
PARIS AUSTERLITZ,BOURGES,85.6,2017,2,
PARIS EST,TROYES,82.1,2017,2,
PARIS NORD,BOULOGNE,89.0,2017,2,
PARIS ST LAZARE,CAEN,78.5,2017,2,
PARIS ST LAZARE,CHERBOURG,83.0,2017,2,
PARIS ST LAZARE,LE HAVRE,89.8,2017,2,
PARIS ST LAZARE,ROUEN,90.4,2017,2,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,87.5,2017,2,
BOURGES,PARIS AUSTERLITZ,70.0,2017,3,
CLERMONT FERRAND,BÉZIERS,96.7,2017,3,
NANTES,LYON PART DIEU,89.6,2017,3,
NICE,BORDEAUX ST JEAN,60.6,2017,3,
PARIS AUSTERLITZ,TOURS,74.0,2017,3,
PARIS BERCY,NEVERS,86.8,2017,3,
ROUEN,PARIS ST LAZARE,95.4,2017,3,
TROYES,PARIS EST,86.2,2017,3,
BORDEAUX ST JEAN,NANTES,81.1,2017,4,
BOURGES,PARIS AUSTERLITZ,70.5,2017,4,
LE HAVRE,PARIS ST LAZARE,94.4,2017,4,
PARIS AUSTERLITZ,ORLÉANS,70.5,2017,4,
PARIS BERCY,NEVERS,86.9,2017,4,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,62.7,2017,4,
BÉZIERS,CLERMONT FERRAND,93.3,2015,9,
CHERBOURG,PARIS ST LAZARE,90.5,2015,9,
CLERMONT FERRAND,PARIS BERCY,91.5,2015,9,
HENDAYE,TOULOUSE MATABIAU,91.1,2015,9,
PARIS AUSTERLITZ,CERBERE,90.8,2015,9,
PARIS BERCY,NEVERS,85.0,2015,9,
PARIS EST,BELFORT,87.7,2015,9,
PARIS ST LAZARE,CAEN,88.5,2015,9,
PARIS ST LAZARE,CHERBOURG,89.2,2015,9,
PARIS ST LAZARE,LE HAVRE,92.8,2015,9,
TOULOUSE MATABIAU,HENDAYE,92.8,2015,9,
BELFORT,PARIS EST,93.2,2015,10,
CERBERE,PARIS AUSTERLITZ,89.5,2015,10,
CHERBOURG,PARIS ST LAZARE,92.2,2015,10,
MAUBEUGE,PARIS NORD,84.9,2015,10,
NANTES,BORDEAUX ST JEAN,67.6,2015,10,
NÎMES,CLERMONT FERRAND,,2015,10,
PARIS AUSTERLITZ,TOURS,64.1,2015,10,
PARIS BERCY,CLERMONT FERRAND,86.0,2015,10,
PARIS EST,BELFORT,90.5,2015,10,
PARIS VAUGIRARD,GRANVILLE,93.9,2015,10,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,87.0,2015,10,
TROYES,PARIS EST,89.4,2015,10,
BÉZIERS,CLERMONT FERRAND,96.7,2015,11,
BORDEAUX ST JEAN,NANTES,90.0,2015,11,
CHERBOURG,PARIS ST LAZARE,78.1,2015,11,
CLERMONT FERRAND,BÉZIERS,96.7,2015,11,
LYON PART DIEU,NANTES,94.0,2015,11,
PARIS NORD,BOULOGNE,89.6,2015,11,
BORDEAUX ST JEAN,LIMOGES,100.0,2015,12,
CLERMONT FERRAND,BÉZIERS,90.3,2015,12,
LYON PART DIEU,NANTES,90.8,2015,12,
PARIS AUSTERLITZ,ORLÉANS,67.4,2015,12,
PARIS AUSTERLITZ,TOURS,77.8,2015,12,
PARIS BERCY,CLERMONT FERRAND,89.8,2015,12,
PARIS EST,BELFORT,89.9,2015,12,
PARIS EST,TROYES,90.9,2015,12,
PARIS ST LAZARE,LE HAVRE,94.1,2015,12,
ROUEN,PARIS ST LAZARE,95.0,2015,12,
TROYES,PARIS EST,93.5,2015,12,
AMIENS,PARIS NORD,83.2,2016,1,
BÉZIERS,CLERMONT FERRAND,93.5,2016,1,
CAEN,TOURS,95.5,2016,1,
CHERBOURG,PARIS ST LAZARE,89.8,2016,1,
LE HAVRE,PARIS ST LAZARE,93.9,2016,1,
NEVERS,PARIS BERCY,94.0,2016,1,
NICE,BORDEAUX ST JEAN,79.1,2016,1,
PARIS AUSTERLITZ,TOURS,88.1,2016,1,
PARIS ST LAZARE,CAEN,86.9,2016,1,
PARIS ST LAZARE,CHERBOURG,91.7,2016,1,
PARIS ST LAZARE,LE HAVRE,91.0,2016,1,
TOURS,CAEN,91.9,2016,1,
BOURGES,PARIS AUSTERLITZ,87.3,2016,2,
CAEN,PARIS ST LAZARE,94.4,2016,2,
HENDAYE,TOULOUSE MATABIAU,90.7,2016,2,
LE HAVRE,PARIS ST LAZARE,92.8,2016,2,
LYON PART DIEU,NANTES,94.7,2016,2,
NEVERS,PARIS BERCY,91.4,2016,2,
NÎMES,CLERMONT FERRAND,96.6,2016,2,
PARIS NORD,AMIENS,84.5,2016,2,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,90.7,2016,2,
TOURS,PARIS AUSTERLITZ,96.7,2016,2,
AMIENS,PARIS NORD,80.0,2016,3,
BORDEAUX ST JEAN,NICE,81.9,2016,3,
BOULOGNE,PARIS NORD,83.0,2016,3,
LE HAVRE,PARIS ST LAZARE,90.7,2016,3,
LIMOGES,BORDEAUX ST JEAN,96.3,2016,3,
NEVERS,PARIS BERCY,87.7,2016,3,
NICE,BORDEAUX ST JEAN,76.5,2016,3,
PARIS AUSTERLITZ,BOURGES,92.7,2016,3,
PARIS BERCY,CLERMONT FERRAND,87.3,2016,3,
PARIS BERCY,NEVERS,87.9,2016,3,
NEVERS,PARIS BERCY,93.4,2014,8,
PARIS AUSTERLITZ,CERBERE,80.6,2014,7,
PARIS AUSTERLITZ,TOURS,61.9,2014,7,
CERBERE,PARIS AUSTERLITZ,82.5,2014,7,
BORDEAUX ST JEAN,NICE,67.5,2014,7,
NANTES,BORDEAUX ST JEAN,75.7,2014,7,
LYON PART DIEU,NANTES,92.4,2014,7,
CAEN,PARIS ST LAZARE,91.7,2014,7,
NEVERS,PARIS BERCY,86.4,2014,7,
PARIS EST,BELFORT,83.6,2014,7,
CAEN,TOURS,89.6,2014,7,
BORDEAUX ST JEAN,NANTES,94.1,2014,5,
HENDAYE,TOULOUSE MATABIAU,94.6,2014,5,
CHERBOURG,PARIS ST LAZARE,91.7,2014,5,
PARIS ST LAZARE,ROUEN,96.8,2014,5,
NICE,BORDEAUX ST JEAN,96.9,2014,5,
BOULOGNE,PARIS NORD,88.9,2014,5,
NANTES,LYON PART DIEU,94.8,2014,5,
PARIS BERCY,NEVERS,88.1,2014,5,
PARIS EST,BELFORT,83.3,2014,5,
PARIS EST,TROYES,91.1,2014,5,
PARIS AUSTERLITZ,ORLÉANS,83.8,2014,3,
PARIS AUSTERLITZ,BOURGES,91.8,2014,3,
HENDAYE,TOULOUSE MATABIAU,94.1,2014,3,
CHERBOURG,PARIS ST LAZARE,94.8,2014,3,
CLERMONT FERRAND,NÎMES,93.5,2014,3,
MAUBEUGE,PARIS NORD,93.6,2014,3,
CAEN,PARIS ST LAZARE,93.3,2014,3,
PARIS NORD,BOULOGNE,97.0,2014,3,
PARIS NORD,AMIENS,89.3,2014,3,
TOURS,CAEN,87.1,2014,3,
CLERMONT FERRAND,PARIS BERCY,90.0,2014,4,
PARIS NORD,MAUBEUGE,93.2,2014,4,
NANTES,LYON PART DIEU,83.3,2014,4,
NÎMES,CLERMONT FERRAND,86.7,2014,4,
AMIENS,PARIS NORD,81.4,2014,4,
NEVERS,PARIS BERCY,89.1,2014,4,
TROYES,PARIS EST,92.2,2014,3,
PARIS EST,BELFORT,88.9,2014,3,
CAEN,TOURS,87.5,2014,4,
LIMOGES,BORDEAUX ST JEAN,100.0,2014,4,
PARIS AUSTERLITZ,ORLÉANS,77.3,2014,10,
PARIS VAUGIRARD,GRANVILLE,83.6,2014,10,
PARIS BERCY,CLERMONT FERRAND,93.6,2014,10,
PARIS NORD,AMIENS,73.7,2014,10,
TROYES,PARIS EST,74.9,2014,10,
BORDEAUX ST JEAN,NICE,74.9,2014,10,
BOURGES,PARIS AUSTERLITZ,85.4,2014,10,
LE HAVRE,PARIS ST LAZARE,89.3,2014,10,
GRANVILLE,PARIS VAUGIRARD,77.9,2014,10,
CLERMONT FERRAND,NÎMES,69.2,2014,10,
MAUBEUGE,PARIS NORD,91.6,2014,10,
BOULOGNE,PARIS NORD,83.1,2014,9,
CAEN,PARIS ST LAZARE,85.0,2014,10,
BÉZIERS,CLERMONT FERRAND,81.5,2014,10,
CAEN,TOURS,74.2,2014,10,
PARIS ST LAZARE,LE HAVRE,89.2,2014,1,
HENDAYE,TOULOUSE MATABIAU,87.1,2014,1,
CHERBOURG,PARIS ST LAZARE,90.3,2014,2,
GRANVILLE,PARIS VAUGIRARD,92.6,2014,2,
NANTES,BORDEAUX ST JEAN,91.7,2014,1,
BORDEAUX ST JEAN,LIMOGES,96.3,2014,2,
ROUEN,PARIS ST LAZARE,92.9,2014,2,
LYON PART DIEU,NANTES,93.5,2014,1,
PARIS EST,BELFORT,92.5,2014,1,
TOURS,CAEN,89.3,2014,2,
PARIS AUSTERLITZ,TOURS,78.9,2014,2,
BORDEAUX ST JEAN,NANTES,83.1,2014,3,
ORLÉANS,PARIS AUSTERLITZ,83.2,2014,2,
BORDEAUX ST JEAN,NICE,76.7,2014,3,
BOURGES,PARIS AUSTERLITZ,88.7,2014,3,
HENDAYE,TOULOUSE MATABIAU,42.9,2014,2,
PARIS BERCY,CLERMONT FERRAND,91.0,2014,2,
NICE,BORDEAUX ST JEAN,87.9,2014,2,
PARIS NORD,BOULOGNE,93.2,2014,2,
TOULOUSE MATABIAU,HENDAYE,100.0,2014,2,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,88.2,2014,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,87.2,2014,9,
PARIS AUSTERLITZ,TOURS,85.8,2014,9,
BORDEAUX ST JEAN,NICE,73.4,2014,9,
TOURS,PARIS AUSTERLITZ,87.1,2014,8,
PARIS NORD,MAUBEUGE,88.9,2014,9,
LIMOGES,BORDEAUX ST JEAN,92.6,2014,9,
PARIS NORD,AMIENS,76.2,2014,9,
NÎMES,CLERMONT FERRAND,92.3,2014,9,
CAEN,TOURS,78.1,2014,9,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,90.8,2014,6,
PARIS ST LAZARE,LE HAVRE,84.2,2014,6,
CERBERE,PARIS AUSTERLITZ,80.3,2014,6,
LE HAVRE,PARIS ST LAZARE,76.1,2014,6,
NICE,BORDEAUX ST JEAN,66.0,2014,6,
PARIS NORD,MAUBEUGE,89.3,2014,6,
AMIENS,PARIS NORD,77.1,2014,6,
AMIENS,PARIS NORD,82.2,2014,7,
PARIS EST,TROYES,87.2,2014,6,
BELFORT,PARIS EST,89.6,2014,6,
CLERMONT FERRAND,PARIS BERCY,89.1,2014,11,
CAEN,PARIS ST LAZARE,86.8,2014,11,
BELFORT,PARIS EST,86.6,2014,11,
BELFORT,PARIS EST,87.4,2016,7,
PARIS EST,TROYES,79.4,2017,7,
ROUEN,PARIS ST LAZARE,90.3,2017,7,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,85.6,2017,7,
TROYES,PARIS EST,87.7,2017,7,
BÉZIERS,CLERMONT FERRAND,93.4,2017,8,
CERBERE,PARIS AUSTERLITZ,90.3,2017,8,
LYON PART DIEU,NANTES,82.5,2017,8,
NEVERS,PARIS BERCY,72.8,2017,8,
NÎMES,CLERMONT FERRAND,58.1,2017,8,
PARIS ST LAZARE,CAEN,86.5,2017,8,
TOURS,PARIS AUSTERLITZ,92.1,2017,8,
AMIENS,PARIS NORD,82.4,2017,9,
BORDEAUX ST JEAN,NICE,77.8,2017,9,
CERBERE,PARIS AUSTERLITZ,83.3,2017,9,
CHERBOURG,PARIS ST LAZARE,94.6,2017,9,
LE HAVRE,PARIS ST LAZARE,88.9,2017,9,
LIMOGES,BORDEAUX ST JEAN,85.7,2017,9,
NANTES,LYON PART DIEU,88.5,2017,9,
PARIS AUSTERLITZ,CERBERE,90.0,2017,9,
PARIS BERCY,NEVERS,79.2,2017,9,
TOULOUSE MATABIAU,HENDAYE,92.0,2017,9,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,88.1,2017,9,
BELFORT,PARIS EST,87.6,2017,10,
BORDEAUX ST JEAN,NICE,77.3,2017,10,
CERBERE,PARIS AUSTERLITZ,87.5,2017,10,
LYON PART DIEU,NANTES,87.9,2017,10,
NANTES,LYON PART DIEU,90.9,2017,10,
PARIS AUSTERLITZ,BOURGES,88.1,2017,10,
PARIS EST,TROYES,87.6,2017,10,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,70.7,2017,10,
TOURS,CAEN,82.3,2017,10,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,82.5,2017,10,
TROYES,PARIS EST,81.9,2017,10,
PARIS AUSTERLITZ,BOURGES,92.6,2015,10,
PARIS ST LAZARE,CHERBOURG,88.2,2015,10,
BORDEAUX ST JEAN,NANTES,77.5,2015,10,
ORLÉANS,PARIS AUSTERLITZ,87.7,2015,10,
GRANVILLE,PARIS VAUGIRARD,93.8,2015,10,
NICE,BORDEAUX ST JEAN,71.8,2015,10,
LYON PART DIEU,NANTES,93.1,2015,10,
AMIENS,PARIS NORD,73.5,2015,11,
PARIS BERCY,NEVERS,87.1,2015,10,
BELFORT,PARIS EST,82.0,2015,11,
PARIS VAUGIRARD,GRANVILLE,94.0,2015,9,
NANTES,BORDEAUX ST JEAN,80.3,2015,9,
TOURS,PARIS AUSTERLITZ,91.5,2015,9,
ROUEN,PARIS ST LAZARE,92.7,2015,9,
PARIS NORD,MAUBEUGE,91.7,2015,9,
LIMOGES,BORDEAUX ST JEAN,93.1,2015,9,
TROYES,PARIS EST,88.3,2015,9,
BORDEAUX ST JEAN,LIMOGES,100.0,2015,10,
BÉZIERS,CLERMONT FERRAND,100.0,2015,10,
NANTES,LYON PART DIEU,100.0,2015,9,
CLERMONT FERRAND,PARIS BERCY,85.4,2015,11,
LIMOGES,BORDEAUX ST JEAN,93.3,2015,11,
PARIS AUSTERLITZ,CERBERE,92.5,2014,2,
PARIS ST LAZARE,CHERBOURG,91.2,2014,3,
GRANVILLE,PARIS VAUGIRARD,96.4,2014,3,
LE HAVRE,PARIS ST LAZARE,91.9,2014,3,
NANTES,BORDEAUX ST JEAN,90.1,2014,3,
LIMOGES,BORDEAUX ST JEAN,87.1,2014,3,
NÎMES,CLERMONT FERRAND,82.1,2014,2,
NEVERS,PARIS BERCY,93.3,2014,2,
BELFORT,PARIS EST,89.4,2014,3,
PARIS EST,BELFORT,87.5,2014,2,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,87.7,2014,6,
PARIS AUSTERLITZ,BOURGES,84.7,2014,6,
PARIS ST LAZARE,CHERBOURG,89.7,2014,7,
GRANVILLE,PARIS VAUGIRARD,85.4,2014,7,
PARIS ST LAZARE,ROUEN,91.6,2014,6,
TOURS,PARIS AUSTERLITZ,70.8,2014,7,
PARIS ST LAZARE,CAEN,87.4,2014,6,
PARIS NORD,BOULOGNE,97.9,2014,6,
NANTES,LYON PART DIEU,94.1,2014,7,
PARIS EST,BELFORT,81.6,2014,6,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,90.0,2014,2,
PARIS AUSTERLITZ,ORLÉANS,81.6,2014,1,
PARIS AUSTERLITZ,CERBERE,93.6,2014,1,
NICE,BORDEAUX ST JEAN,86.4,2014,1,
BÉZIERS,CLERMONT FERRAND,96.4,2014,2,
PARIS NORD,AMIENS,81.4,2014,2,
PARIS BERCY,NEVERS,92.5,2014,1,
NEVERS,PARIS BERCY,94.9,2014,1,
BELFORT,PARIS EST,90.1,2014,2,
LIMOGES,BORDEAUX ST JEAN,100.0,2014,1,
BORDEAUX ST JEAN,NANTES,70.0,2014,7,
BOURGES,PARIS AUSTERLITZ,75.2,2014,7,
PARIS ST LAZARE,CAEN,84.2,2014,7,
GRANVILLE,PARIS VAUGIRARD,89.8,2014,8,
CLERMONT FERRAND,BÉZIERS,90.3,2014,7,
BOULOGNE,PARIS NORD,84.0,2014,7,
BÉZIERS,CLERMONT FERRAND,90.3,2014,8,
LIMOGES,BORDEAUX ST JEAN,96.8,2014,8,
BELFORT,PARIS EST,95.9,2014,8,
NANTES,LYON PART DIEU,100.0,2014,8,
PARIS AUSTERLITZ,ORLÉANS,93.5,2014,5,
PARIS AUSTERLITZ,TOURS,84.3,2014,5,
BOURGES,PARIS AUSTERLITZ,82.7,2014,6,
GRANVILLE,PARIS VAUGIRARD,89.2,2014,6,
PARIS ST LAZARE,CAEN,92.5,2014,5,
CLERMONT FERRAND,NÎMES,100.0,2016,4,
CLERMONT FERRAND,BÉZIERS,97.9,2016,4,
LIMOGES,BORDEAUX ST JEAN,92.3,2016,4,
NEVERS,PARIS BERCY,89.7,2016,4,
PARIS EST,BELFORT,93.4,2016,4,
PARIS EST,TROYES,90.5,2016,4,
PARIS NORD,BOULOGNE,85.7,2016,4,
PARIS ST LAZARE,CAEN,82.4,2016,4,
PARIS ST LAZARE,CHERBOURG,86.7,2016,4,
PARIS ST LAZARE,LE HAVRE,78.8,2016,4,
PARIS VAUGIRARD,GRANVILLE,87.7,2016,4,
ROUEN,PARIS ST LAZARE,93.3,2016,4,
AMIENS,PARIS NORD,85.2,2016,5,
MAUBEUGE,PARIS NORD,92.8,2016,5,
NEVERS,PARIS BERCY,85.2,2016,5,
ORLÉANS,PARIS AUSTERLITZ,76.3,2016,5,
BELFORT,PARIS EST,69.7,2016,6,
BÉZIERS,CLERMONT FERRAND,89.5,2016,6,
BORDEAUX ST JEAN,LIMOGES,80.0,2016,6,
BORDEAUX ST JEAN,NANTES,54.9,2016,6,
GRANVILLE,PARIS VAUGIRARD,78.1,2016,6,
HENDAYE,TOULOUSE MATABIAU,83.3,2016,6,
LIMOGES,BORDEAUX ST JEAN,80.0,2016,6,
PARIS AUSTERLITZ,ORLÉANS,71.7,2016,6,
PARIS NORD,BOULOGNE,91.8,2016,6,
TOULOUSE MATABIAU,HENDAYE,83.3,2016,6,
TOURS,CAEN,89.3,2016,6,
HENDAYE,TOULOUSE MATABIAU,94.2,2015,3,
CLERMONT FERRAND,PARIS BERCY,90.6,2015,2,
GRANVILLE,PARIS VAUGIRARD,96.6,2015,2,
TOURS,PARIS AUSTERLITZ,87.5,2015,2,
CLERMONT FERRAND,BÉZIERS,96.7,2015,3,
MAUBEUGE,PARIS NORD,83.5,2015,2,
NÎMES,CLERMONT FERRAND,98.1,2015,2,
AMIENS,PARIS NORD,78.9,2015,3,
PARIS BERCY,NEVERS,88.1,2015,2,
PARIS EST,TROYES,93.9,2015,2,
BORDEAUX ST JEAN,NICE,85.0,2015,1,
HENDAYE,TOULOUSE MATABIAU,91.2,2015,1,
BOURGES,PARIS AUSTERLITZ,82.3,2015,1,
CHERBOURG,PARIS ST LAZARE,92.6,2015,1,
CLERMONT FERRAND,NÎMES,97.4,2015,1,
ROUEN,PARIS ST LAZARE,92.3,2015,1,
BÉZIERS,CLERMONT FERRAND,85.7,2015,2,
CAEN,PARIS ST LAZARE,91.3,2015,1,
PARIS BERCY,NEVERS,91.8,2015,1,
CAEN,TOURS,88.3,2015,2,
ORLÉANS,PARIS AUSTERLITZ,91.0,2015,8,
CLERMONT FERRAND,PARIS BERCY,87.8,2015,8,
PARIS ST LAZARE,ROUEN,94.6,2015,8,
CLERMONT FERRAND,NÎMES,88.9,2015,8,
PARIS NORD,MAUBEUGE,94.3,2015,8,
MAUBEUGE,PARIS NORD,88.5,2015,8,
PARIS EST,TROYES,87.3,2015,8,
TROYES,PARIS EST,89.1,2015,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,86.5,2014,12,
ORLÉANS,PARIS AUSTERLITZ,80.2,2014,12,
HENDAYE,TOULOUSE MATABIAU,89.2,2014,12,
CLERMONT FERRAND,PARIS BERCY,90.6,2014,12,
ROUEN,PARIS ST LAZARE,88.8,2014,12,
PARIS NORD,AMIENS,71.5,2014,12,
LIMOGES,BORDEAUX ST JEAN,90.3,2014,12,
PARIS BERCY,NEVERS,86.7,2014,12,
BELFORT,PARIS EST,96.8,2015,1,
NÎMES,CLERMONT FERRAND,100.0,2014,12,
TOULOUSE MATABIAU,HENDAYE,86.9,2015,6,
BORDEAUX ST JEAN,NANTES,69.4,2015,7,
PARIS ST LAZARE,ROUEN,89.4,2015,6,
BOURGES,PARIS AUSTERLITZ,82.3,2015,7,
NANTES,BORDEAUX ST JEAN,65.3,2015,7,
ROUEN,PARIS ST LAZARE,93.7,2015,6,
NANTES,LYON PART DIEU,77.8,2015,7,
PARIS BERCY,NEVERS,78.8,2015,6,
PARIS EST,TROYES,88.1,2015,6,
BELFORT,PARIS EST,87.5,2015,7,
TOULOUSE MATABIAU,HENDAYE,87.7,2015,7,
BORDEAUX ST JEAN,NANTES,73.2,2015,8,
PARIS ST LAZARE,LE HAVRE,85.9,2015,7,
CHERBOURG,PARIS ST LAZARE,93.5,2015,8,
TOURS,PARIS AUSTERLITZ,79.8,2015,7,
PARIS NORD,MAUBEUGE,92.8,2015,7,
BÉZIERS,CLERMONT FERRAND,90.3,2015,8,
AMIENS,PARIS NORD,71.3,2015,8,
PARIS EST,BELFORT,86.4,2015,7,
BORDEAUX ST JEAN,LIMOGES,100.0,2015,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,93.4,2015,4,
PARIS AUSTERLITZ,TOURS,91.2,2015,5,
ORLÉANS,PARIS AUSTERLITZ,88.2,2015,5,
NANTES,BORDEAUX ST JEAN,88.7,2015,5,
ROUEN,PARIS ST LAZARE,94.1,2015,4,
PARIS NORD,MAUBEUGE,93.8,2015,4,
LIMOGES,BORDEAUX ST JEAN,93.5,2015,5,
BOULOGNE,PARIS NORD,96.5,2015,5,
PARIS BERCY,NEVERS,84.6,2015,5,
PARIS EST,BELFORT,95.5,2015,5,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,91.3,2015,5,
PARIS AUSTERLITZ,BOURGES,86.7,2015,6,
PARIS ST LAZARE,CHERBOURG,94.5,2015,5,
PARIS VAUGIRARD,GRANVILLE,94.5,2015,5,
BORDEAUX ST JEAN,NICE,68.3,2015,6,
TOURS,CAEN,78.3,2017,6,
BORDEAUX ST JEAN,NICE,71.8,2017,7,
BORDEAUX ST JEAN,LIMOGES,87.1,2017,7,
CAEN,TOURS,80.6,2017,7,
CHERBOURG,PARIS ST LAZARE,89.2,2017,7,
CLERMONT FERRAND,NÎMES,74.2,2017,7,
HENDAYE,TOULOUSE MATABIAU,87.9,2017,7,
LYON PART DIEU,NANTES,93.0,2017,7,
ORLÉANS,PARIS AUSTERLITZ,86.7,2017,7,
PARIS NORD,BOULOGNE,87.2,2017,7,
PARIS VAUGIRARD,GRANVILLE,90.7,2017,7,
TOURS,PARIS AUSTERLITZ,90.6,2017,7,
BORDEAUX ST JEAN,LIMOGES,100.0,2017,8,
CLERMONT FERRAND,BÉZIERS,91.8,2017,8,
LE HAVRE,PARIS ST LAZARE,90.4,2017,8,
MAUBEUGE,PARIS NORD,93.3,2017,8,
NANTES,LYON PART DIEU,86.4,2017,8,
PARIS VAUGIRARD,GRANVILLE,88.2,2017,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.0,2017,8,
TROYES,PARIS EST,86.1,2017,8,
BORDEAUX ST JEAN,LIMOGES,82.1,2017,9,
BOURGES,PARIS AUSTERLITZ,85.7,2017,9,
CLERMONT FERRAND,NÎMES,96.4,2017,9,
NANTES,BORDEAUX ST JEAN,78.2,2017,9,
PARIS AUSTERLITZ,TOURS,83.3,2017,9,
PARIS BERCY,CLERMONT FERRAND,86.2,2017,9,
PARIS EST,TROYES,88.8,2017,9,
PARIS NORD,BOULOGNE,88.3,2017,9,
PARIS ST LAZARE,CHERBOURG,87.3,2017,9,
ROUEN,PARIS ST LAZARE,90.6,2017,9,
TOURS,CAEN,88.1,2017,9,
BORDEAUX ST JEAN,LIMOGES,87.1,2017,10,
BOULOGNE,PARIS NORD,84.8,2017,10,
CLERMONT FERRAND,PARIS BERCY,88.1,2017,10,
NEVERS,PARIS BERCY,87.9,2017,10,
PARIS AUSTERLITZ,TOURS,76.9,2017,10,
PARIS BERCY,CLERMONT FERRAND,89.3,2017,10,
PARIS NORD,AMIENS,70.5,2017,10,
PARIS NORD,MAUBEUGE,90.2,2017,10,
PARIS ST LAZARE,LE HAVRE,89.3,2017,10,
PARIS VAUGIRARD,GRANVILLE,93.9,2017,10,
TOURS,PARIS AUSTERLITZ,74.2,2017,10,
PARIS VAUGIRARD,GRANVILLE,91.5,2015,1,
PARIS ST LAZARE,CHERBOURG,90.6,2015,1,
ORLÉANS,PARIS AUSTERLITZ,88.4,2015,2,
HENDAYE,TOULOUSE MATABIAU,90.7,2015,2,
CHERBOURG,PARIS ST LAZARE,90.9,2015,2,
PARIS ST LAZARE,ROUEN,92.4,2015,1,
CLERMONT FERRAND,NÎMES,94.5,2015,2,
CLERMONT FERRAND,BÉZIERS,96.4,2015,2,
LYON PART DIEU,NANTES,87.5,2015,2,
NANTES,LYON PART DIEU,100.0,2015,2,
PARIS ST LAZARE,LE HAVRE,87.1,2015,2,
BORDEAUX ST JEAN,NANTES,90.1,2015,3,
BOURGES,PARIS AUSTERLITZ,89.3,2015,3,
CERBERE,PARIS AUSTERLITZ,91.8,2015,3,
PARIS ST LAZARE,ROUEN,92.3,2015,2,
PARIS ST LAZARE,CAEN,84.5,2015,2,
MAUBEUGE,PARIS NORD,93.8,2015,3,
LIMOGES,BORDEAUX ST JEAN,96.8,2015,3,
TROYES,PARIS EST,91.6,2015,2,
BÉZIERS,CLERMONT FERRAND,100.0,2015,3,
HENDAYE,TOULOUSE MATABIAU,90.9,2015,4,
CLERMONT FERRAND,PARIS BERCY,89.7,2015,4,
CLERMONT FERRAND,NÎMES,97.0,2015,4,
MAUBEUGE,PARIS NORD,94.4,2015,4,
BÉZIERS,CLERMONT FERRAND,96.7,2015,4,
CAEN,PARIS ST LAZARE,94.9,2015,5,
PARIS BERCY,NEVERS,84.9,2015,4,
PARIS EST,BELFORT,85.5,2015,4,
TROYES,PARIS EST,89.9,2015,4,
NANTES,LYON PART DIEU,100.0,2015,4,
PARIS AUSTERLITZ,CERBERE,95.3,2015,3,
PARIS ST LAZARE,LE HAVRE,87.6,2015,3,
PARIS ST LAZARE,CHERBOURG,88.8,2015,3,
PARIS ST LAZARE,ROUEN,93.7,2015,3,
PARIS BERCY,CLERMONT FERRAND,92.3,2015,3,
PARIS NORD,BOULOGNE,88.5,2015,3,
NÎMES,CLERMONT FERRAND,96.8,2015,3,
NANTES,LYON PART DIEU,91.7,2015,3,
PARIS EST,TROYES,95.0,2015,3,
PARIS EST,BELFORT,98.4,2015,3,
CERBERE,PARIS AUSTERLITZ,40.4,2015,8,
GRANVILLE,PARIS VAUGIRARD,95.2,2015,8,
